Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
48;m;148489;0;no;no;Vorstadt
41;w;375142;2;yes;no;Groﬂstadt
51;m;285122;1;no;yes;Land
41;m;313060;4;no;no;Dorf
48;w;57134;3;no;no;Land
51;w;333337;3;no;no;Land
52;w;99838;2;no;no;Dorf
38;w;128307;4;no;no;Kleinstadt
54;w;268952;5;no;no;Kleinstadt
45;m;216948;5;no;no;Land
60;w;466238;3;no;no;Land
41;w;378671;5;no;no;Vorstadt
51;w;152988;4;no;no;Kleinstadt
43;w;275587;5;no;no;Land
44;w;259445;6;no;no;Vorstadt
36;m;345329;4;no;no;Groﬂstadt
53;m;83192;3;no;no;Kleinstadt
37;m;158712;4;no;no;Kleinstadt
47;m;171999;4;no;no;Dorf
33;w;67448;4;no;no;Land
42;m;185406;4;no;no;Dorf
40;w;229286;6;no;no;Groﬂstadt
58;m;255489;6;no;no;Vorstadt
34;w;339634;4;no;no;Dorf
47;w;195651;5;no;no;Kleinstadt
47;w;90748;2;no;no;Dorf
35;w;304903;4;no;no;Groﬂstadt
53;w;210155;3;no;no;Dorf
47;w;62942;3;no;no;Land
60;m;149466;5;no;no;Land
50;m;278639;5;yes;no;Kleinstadt
53;w;176388;6;no;no;Groﬂstadt
51;m;199087;2;no;no;Kleinstadt
50;m;226132;4;no;no;Land
42;m;112530;6;no;no;Groﬂstadt
27;w;296816;5;no;no;Vorstadt
48;w;29062;4;no;no;Dorf
51;w;179633;5;no;no;Groﬂstadt
37;m;225099;6;no;no;Vorstadt
39;m;38033;5;no;no;Groﬂstadt
49;m;289150;5;no;no;Land
45;w;170533;5;no;no;Dorf
44;w;307719;4;no;no;Dorf
42;m;261739;2;no;no;Groﬂstadt
57;w;28680;3;no;no;Land
43;w;188789;4;no;no;Land
56;m;399674;2;no;no;Kleinstadt
45;w;168385;3;no;yes;Groﬂstadt
44;w;177684;3;no;no;Land
50;w;311291;4;no;no;Land
52;w;242540;3;no;yes;Vorstadt
35;w;200506;6;no;no;Groﬂstadt
38;w;228847;4;no;no;Land
47;m;291786;4;no;no;Dorf
40;m;170850;4;no;no;Kleinstadt
37;w;249714;4;no;no;Land
41;m;248780;1;no;no;Land
42;m;370619;5;no;no;Land
48;m;133712;2;no;no;Vorstadt
49;m;119997;5;no;no;Kleinstadt
43;m;49609;5;no;yes;Groﬂstadt
43;w;173493;4;no;no;Kleinstadt
43;w;62190;6;no;no;Dorf
41;m;173747;6;no;no;Dorf
44;m;156661;5;no;no;Groﬂstadt
56;m;278288;3;no;no;Dorf
43;m;77220;2;no;no;Dorf
48;w;121545;3;no;no;Land
45;m;217333;4;no;no;Groﬂstadt
46;w;344849;5;no;no;Dorf
59;m;118185;6;no;no;Vorstadt
50;m;213184;2;no;no;Groﬂstadt
51;m;262091;7;no;no;Land
59;w;18632;4;no;no;Kleinstadt
53;m;155233;6;no;no;Vorstadt
37;m;257374;6;no;no;Kleinstadt
51;m;290907;4;no;no;Land
36;w;264590;0;no;no;Groﬂstadt
44;m;187919;3;no;yes;Groﬂstadt
56;m;114690;4;yes;yes;Vorstadt
43;m;217748;3;no;no;Dorf
51;w;189521;4;no;no;Land
44;m;45823;7;no;no;Dorf
47;w;27090;4;no;no;Land
40;m;113496;3;no;no;Vorstadt
50;w;171556;5;no;no;Dorf
45;w;354304;3;no;no;Groﬂstadt
51;m;75552;5;no;no;Vorstadt
38;w;141223;3;no;no;Vorstadt
50;w;114858;6;no;no;Vorstadt
44;w;152913;4;no;no;Vorstadt
48;w;111703;5;no;no;Vorstadt
40;m;179334;6;no;no;Vorstadt
49;w;267984;1;no;no;Kleinstadt
31;m;193633;3;no;no;Groﬂstadt
53;w;204040;3;no;no;Groﬂstadt
41;m;261536;8;no;no;Land
58;w;51753;5;no;no;Land
43;w;119359;4;no;no;Vorstadt
36;w;166483;4;no;no;Land
47;m;456392;4;no;no;Land
38;w;193501;6;no;no;Dorf
32;m;111132;4;no;no;Dorf
48;m;263121;6;no;no;Kleinstadt
47;m;189407;1;no;no;Groﬂstadt
64;m;281027;3;no;no;Groﬂstadt
40;m;31925;4;no;no;Land
40;w;189189;4;no;no;Vorstadt
47;w;124448;4;no;no;Kleinstadt
40;m;44342;5;no;no;Kleinstadt
41;w;66508;4;no;no;Land
43;m;320892;2;no;no;Kleinstadt
50;w;96615;4;no;no;Groﬂstadt
49;w;272920;2;no;no;Groﬂstadt
48;m;225416;4;no;no;Groﬂstadt
49;w;130733;4;no;no;Kleinstadt
49;w;200768;3;no;no;Kleinstadt
55;w;86400;6;no;no;Dorf
56;m;295324;7;no;yes;Land
53;w;338979;4;no;no;Vorstadt
53;w;177543;5;no;no;Groﬂstadt
31;w;129743;6;no;no;Land
45;m;372588;6;no;no;Land
49;m;343361;2;no;no;Vorstadt
48;w;258237;2;no;no;Land
52;w;309883;1;no;no;Land
38;w;228471;5;no;no;Dorf
54;m;318804;3;yes;no;Dorf
50;w;311578;5;no;no;Dorf
47;w;242171;5;no;yes;Dorf
43;m;228078;4;no;no;Kleinstadt
49;w;147757;5;no;no;Vorstadt
53;w;161798;4;no;no;Dorf
46;w;240343;4;no;no;Land
43;m;502560;4;no;no;Land
39;w;218090;4;no;no;Kleinstadt
50;m;367628;4;no;no;Vorstadt
31;w;118978;2;no;no;Vorstadt
32;m;206036;4;no;no;Vorstadt
47;w;420040;3;no;no;Groﬂstadt
50;w;296623;7;no;no;Vorstadt
39;w;234743;4;no;no;Land
44;w;211286;3;no;no;Vorstadt
42;w;267336;3;no;no;Land
50;w;95471;6;no;no;Kleinstadt
60;w;119206;5;no;no;Groﬂstadt
34;w;229965;5;no;no;Kleinstadt
51;w;227019;5;no;no;Groﬂstadt
58;w;141135;4;no;no;Dorf
52;m;219729;4;no;no;Dorf
49;m;51899;5;yes;no;Dorf
41;m;183838;4;no;no;Land
51;w;289193;8;no;no;Vorstadt
43;w;472817;5;no;no;Dorf
45;w;75287;2;no;no;Vorstadt
57;w;209196;3;no;no;Dorf
43;w;302348;3;no;no;Kleinstadt
45;w;418365;3;no;no;Kleinstadt
37;w;190678;4;no;no;Groﬂstadt
46;m;158973;4;no;no;Vorstadt
58;w;272637;6;no;no;Land
42;w;287411;2;no;no;Land
55;w;203729;4;no;no;Dorf
49;w;63859;1;no;no;Land
46;m;157087;4;no;no;Kleinstadt
45;w;198123;4;no;no;Vorstadt
44;w;65307;4;no;no;Vorstadt
39;w;297341;4;no;no;Groﬂstadt
44;w;261326;3;no;no;Groﬂstadt
56;m;333668;4;no;no;Dorf
40;w;85323;2;no;no;Vorstadt
43;w;360562;2;no;no;Kleinstadt
45;w;219392;2;no;no;Dorf
56;m;421008;6;no;no;Vorstadt
42;w;261324;3;no;no;Groﬂstadt
55;m;80691;4;no;no;Vorstadt
47;m;15626;3;no;no;Kleinstadt
39;m;233421;2;no;no;Vorstadt
43;w;184503;4;no;no;Groﬂstadt
45;m;424647;3;no;no;Kleinstadt
38;w;61025;5;no;no;Vorstadt
38;m;256806;3;no;no;Groﬂstadt
45;w;111881;7;no;no;Vorstadt
42;w;261091;2;no;no;Groﬂstadt
38;w;59376;4;no;no;Vorstadt
46;w;241207;4;no;no;Dorf
45;m;170538;3;no;yes;Kleinstadt
41;m;329874;4;no;no;Dorf
49;w;344407;3;yes;no;Kleinstadt
45;m;169957;4;no;no;Groﬂstadt
39;w;205237;4;no;no;Groﬂstadt
54;w;309287;4;no;no;Groﬂstadt
43;w;426875;3;no;no;Dorf
39;m;210172;3;no;no;Vorstadt
39;w;216297;6;no;no;Dorf
49;m;125382;5;no;no;Groﬂstadt
54;m;416343;3;no;yes;Land
34;m;188433;6;no;yes;Dorf
50;m;130029;5;yes;no;Groﬂstadt
58;m;356862;6;no;no;Vorstadt
50;m;206146;2;no;no;Kleinstadt
41;w;217962;4;no;no;Vorstadt
40;w;148505;6;no;no;Kleinstadt
43;m;293870;4;no;no;Groﬂstadt
46;m;226588;4;no;no;Kleinstadt
45;m;172455;3;no;no;Kleinstadt
45;m;251099;5;no;no;Land
41;m;59270;0;no;no;Kleinstadt
50;w;121568;5;no;no;Dorf
53;m;207458;3;no;no;Vorstadt
51;m;84539;5;no;no;Land
43;w;111792;4;no;no;Groﬂstadt
48;m;99617;5;no;yes;Kleinstadt
53;m;174698;3;no;no;Groﬂstadt
41;m;242618;4;no;no;Groﬂstadt
53;w;188520;6;no;no;Vorstadt
45;w;314771;4;no;no;Vorstadt
49;m;358348;3;no;no;Vorstadt
48;m;148116;6;no;no;Groﬂstadt
49;m;363104;3;no;no;Kleinstadt
35;m;312510;4;no;no;Land
47;m;254924;4;no;no;Dorf
43;w;122764;4;no;no;Vorstadt
45;w;184634;6;no;no;Vorstadt
38;m;376896;5;no;no;Land
42;w;301143;7;no;no;Dorf
48;m;267085;7;no;no;Vorstadt
42;w;37461;4;yes;no;Kleinstadt
37;w;49678;4;no;no;Land
43;m;146024;7;no;no;Vorstadt
44;w;55580;5;no;no;Land
39;m;259987;5;no;no;Dorf
54;w;253390;2;no;no;Dorf
49;w;80879;4;yes;no;Vorstadt
40;w;139210;3;yes;no;Kleinstadt
46;m;163636;3;no;no;Land
50;w;255451;5;no;no;Vorstadt
39;w;120472;4;no;no;Land
58;w;170594;6;no;no;Dorf
51;w;172484;3;yes;yes;Vorstadt
51;m;190842;3;no;no;Dorf
36;m;232201;5;no;no;Land
33;m;68546;7;no;no;Land
50;m;223766;4;no;no;Groﬂstadt
48;m;296521;4;no;no;Dorf
38;m;94293;4;no;no;Vorstadt
45;w;188625;1;no;no;Dorf
49;w;113876;7;no;no;Groﬂstadt
46;w;203207;5;no;no;Kleinstadt
51;w;200057;3;no;yes;Kleinstadt
48;m;148489;0;no;no;Dorf
40;w;375142;2;no;no;Kleinstadt
42;m;285122;1;no;no;Land
55;w;313060;4;no;no;Groﬂstadt
36;w;57134;3;no;no;Groﬂstadt
56;w;333337;3;no;no;Groﬂstadt
45;m;99838;2;no;no;Vorstadt
50;m;128307;4;no;no;Dorf
39;w;268952;5;no;no;Dorf
43;m;216948;5;no;no;Vorstadt
52;w;466238;3;no;yes;Land
49;m;378671;5;no;no;Kleinstadt
41;w;152988;4;no;no;Kleinstadt
48;w;275587;5;no;no;Land
35;w;259445;6;no;no;Kleinstadt
43;w;345329;4;no;no;Land
46;w;83192;3;no;no;Vorstadt
42;w;158712;4;no;no;Dorf
43;w;171999;4;no;no;Groﬂstadt
50;w;67448;4;no;yes;Dorf
48;w;185406;4;no;no;Vorstadt
53;m;229286;6;no;no;Land
39;w;255489;6;no;no;Vorstadt
50;w;339634;4;no;no;Kleinstadt
53;m;195651;5;no;yes;Land
37;m;90748;2;no;no;Vorstadt
42;m;304903;4;no;no;Land
47;m;210155;3;no;no;Kleinstadt
41;m;62942;3;no;no;Vorstadt
49;w;149466;5;no;no;Vorstadt
39;w;278639;5;no;no;Groﬂstadt
36;m;176388;6;no;yes;Land
42;m;199087;2;no;no;Vorstadt
60;w;226132;4;no;no;Vorstadt
42;m;112530;6;yes;no;Groﬂstadt
48;m;296816;5;no;no;Kleinstadt
41;w;29062;4;no;no;Kleinstadt
48;w;179633;5;no;no;Land
49;w;225099;6;no;no;Vorstadt
48;w;38033;5;no;no;Dorf
60;w;289150;5;no;no;Kleinstadt
48;w;170533;5;no;no;Groﬂstadt
47;w;307719;4;no;no;Groﬂstadt
44;m;261739;2;no;no;Kleinstadt
40;m;28680;3;no;no;Vorstadt
38;w;188789;4;no;no;Kleinstadt
41;m;399674;2;no;no;Dorf
40;w;168385;3;no;no;Groﬂstadt
44;m;177684;3;no;no;Vorstadt
51;w;311291;4;no;no;Land
48;m;242540;3;no;no;Kleinstadt
46;w;200506;6;no;no;Dorf
41;m;228847;4;no;no;Land
47;w;291786;4;no;yes;Groﬂstadt
35;m;170850;4;no;no;Land
53;m;249714;4;yes;no;Kleinstadt
44;m;248780;1;no;no;Kleinstadt
41;w;370619;5;no;no;Kleinstadt
43;m;133712;2;no;no;Vorstadt
45;m;119997;5;no;no;Vorstadt
35;w;49609;5;no;no;Kleinstadt
47;w;173493;4;no;no;Groﬂstadt
43;m;62190;6;no;no;Vorstadt
49;m;173747;6;no;no;Kleinstadt
35;m;156661;5;no;no;Land
45;w;278288;3;no;no;Kleinstadt
43;w;77220;2;no;yes;Kleinstadt
45;w;121545;3;yes;no;Kleinstadt
53;m;217333;4;no;no;Groﬂstadt
40;w;344849;5;no;no;Groﬂstadt
36;m;118185;6;no;no;Groﬂstadt
35;w;213184;2;no;no;Land
30;m;262091;7;no;no;Land
42;w;18632;4;no;no;Groﬂstadt
46;w;155233;6;no;no;Dorf
47;w;257374;6;no;no;Dorf
39;m;290907;4;no;no;Dorf
47;m;264590;0;no;no;Groﬂstadt
42;m;187919;3;no;no;Kleinstadt
49;w;114690;4;no;no;Dorf
46;m;217748;3;no;no;Vorstadt
48;w;189521;4;no;no;Land
33;m;45823;7;no;no;Land
49;w;27090;4;no;no;Land
56;m;113496;3;no;no;Dorf
47;w;171556;5;no;no;Dorf
47;m;354304;3;no;no;Groﬂstadt
42;m;75552;5;no;no;Groﬂstadt
54;w;141223;3;no;no;Vorstadt
39;m;114858;6;no;no;Land
40;w;152913;4;no;no;Land
37;w;111703;5;no;no;Vorstadt
53;w;179334;6;no;no;Dorf
33;w;267984;1;no;no;Kleinstadt
42;m;193633;3;no;no;Kleinstadt
47;w;204040;3;no;yes;Groﬂstadt
37;m;261536;8;no;no;Dorf
38;m;51753;5;no;no;Kleinstadt
34;w;119359;4;no;no;Dorf
48;w;166483;4;no;no;Land
36;m;456392;4;no;no;Vorstadt
50;w;193501;6;no;no;Vorstadt
45;w;111132;4;no;no;Vorstadt
54;w;263121;6;no;no;Kleinstadt
43;w;189407;1;no;no;Vorstadt
47;w;281027;3;no;no;Dorf
43;m;31925;4;no;no;Groﬂstadt
48;m;189189;4;no;no;Dorf
48;m;124448;4;yes;no;Vorstadt
47;w;44342;5;no;no;Dorf
38;m;66508;4;no;no;Groﬂstadt
50;w;320892;2;no;no;Kleinstadt
42;w;96615;4;no;no;Dorf
46;m;272920;2;yes;no;Land
45;w;225416;4;no;no;Vorstadt
47;m;130733;4;no;no;Vorstadt
40;m;200768;3;no;no;Groﬂstadt
44;m;86400;6;no;no;Dorf
40;m;295324;7;no;yes;Groﬂstadt
49;m;338979;4;no;no;Land
42;w;177543;5;no;no;Vorstadt
42;m;129743;6;no;no;Groﬂstadt
47;m;372588;6;no;yes;Vorstadt
49;m;343361;2;no;no;Land
55;w;258237;2;no;no;Groﬂstadt
46;w;309883;1;no;no;Kleinstadt
44;m;228471;5;no;no;Vorstadt
46;w;318804;3;no;no;Dorf
47;m;311578;5;no;no;Dorf
36;m;242171;5;no;no;Vorstadt
48;w;228078;4;no;no;Groﬂstadt
44;w;147757;5;no;no;Vorstadt
60;w;161798;4;no;no;Kleinstadt
38;w;240343;4;yes;no;Kleinstadt
48;m;502560;4;no;no;Dorf
48;w;218090;4;no;no;Kleinstadt
45;m;367628;4;yes;no;Land
36;m;118978;2;no;no;Land
53;m;206036;4;no;no;Land
47;w;420040;3;no;no;Dorf
38;w;296623;7;no;no;Kleinstadt
41;w;234743;4;yes;no;Vorstadt
38;m;211286;3;no;yes;Dorf
45;m;267336;3;no;no;Vorstadt
43;m;95471;6;no;no;Land
44;w;119206;5;no;no;Vorstadt
42;w;229965;5;no;no;Land
41;w;227019;5;no;no;Kleinstadt
29;w;141135;4;no;no;Vorstadt
41;w;219729;4;yes;no;Land
50;w;51899;5;no;no;Kleinstadt
37;w;183838;4;no;no;Dorf
46;m;289193;8;no;no;Dorf
47;w;472817;5;no;no;Groﬂstadt
45;w;75287;2;no;no;Kleinstadt
52;m;209196;3;no;no;Groﬂstadt
40;w;302348;3;no;no;Groﬂstadt
45;w;418365;3;no;no;Vorstadt
42;w;190678;4;no;no;Land
44;m;158973;4;no;no;Dorf
58;m;272637;6;no;no;Groﬂstadt
42;w;287411;2;no;no;Land
45;w;203729;4;no;no;Vorstadt
54;w;63859;1;no;no;Vorstadt
49;m;157087;4;no;no;Land
40;m;198123;4;no;no;Land
43;w;65307;4;no;no;Land
51;w;297341;4;yes;no;Vorstadt
48;m;261326;3;no;no;Vorstadt
45;m;333668;4;no;no;Groﬂstadt
37;w;85323;2;no;no;Groﬂstadt
33;w;360562;2;no;no;Kleinstadt
43;m;219392;2;no;no;Dorf
50;w;421008;6;no;no;Vorstadt
41;m;261324;3;no;no;Groﬂstadt
44;m;80691;4;no;no;Dorf
55;m;15626;3;no;no;Vorstadt
44;m;233421;2;no;no;Groﬂstadt
53;w;184503;4;yes;no;Kleinstadt
40;m;424647;3;no;no;Vorstadt
48;w;61025;5;yes;no;Groﬂstadt
47;m;256806;3;no;no;Land
49;m;111881;7;no;no;Kleinstadt
47;m;261091;2;no;no;Land
49;w;59376;4;yes;no;Groﬂstadt
40;w;241207;4;no;no;Groﬂstadt
47;w;170538;3;no;no;Land
48;w;329874;4;no;no;Land
38;w;344407;3;no;no;Kleinstadt
43;m;169957;4;no;no;Land
45;m;205237;4;no;no;Dorf
45;w;309287;4;no;no;Vorstadt
50;m;426875;3;no;no;Groﬂstadt
42;m;210172;3;no;no;Vorstadt
41;m;216297;6;yes;no;Vorstadt
43;m;125382;5;no;no;Vorstadt
38;m;416343;3;no;no;Kleinstadt
49;w;188433;6;no;no;Groﬂstadt
31;m;130029;5;no;no;Land
46;m;356862;6;no;no;Dorf
40;m;206146;2;no;no;Dorf
53;m;217962;4;no;no;Land
33;m;148505;6;no;no;Groﬂstadt
35;m;293870;4;no;no;Vorstadt
44;m;226588;4;no;no;Vorstadt
35;w;172455;3;no;no;Groﬂstadt
49;m;251099;5;no;no;Groﬂstadt
42;m;59270;0;no;no;Groﬂstadt
40;m;121568;5;no;no;Vorstadt
50;m;207458;3;no;no;Vorstadt
46;m;84539;5;yes;no;Kleinstadt
42;w;111792;4;no;no;Vorstadt
51;m;99617;5;yes;no;Land
52;w;174698;3;no;no;Groﬂstadt
49;m;242618;4;yes;no;Vorstadt
46;m;188520;6;yes;no;Kleinstadt
47;w;314771;4;no;no;Land
53;w;358348;3;no;no;Groﬂstadt
42;m;148116;6;no;no;Dorf
56;w;363104;3;no;no;Groﬂstadt
28;w;312510;4;no;no;Vorstadt
31;m;254924;4;no;no;Vorstadt
44;w;122764;4;no;no;Dorf
51;m;184634;6;no;no;Land
45;w;376896;5;no;no;Vorstadt
46;w;301143;7;no;yes;Kleinstadt
47;w;267085;7;no;no;Vorstadt
49;m;37461;4;no;no;Kleinstadt
41;m;49678;4;yes;yes;Dorf
38;m;146024;7;no;no;Vorstadt
46;m;55580;5;no;no;Vorstadt
50;m;259987;5;no;no;Dorf
44;m;253390;2;no;no;Dorf
44;m;80879;4;no;no;Kleinstadt
54;w;139210;3;no;no;Dorf
49;w;163636;3;no;no;Groﬂstadt
50;w;255451;5;no;no;Groﬂstadt
55;w;120472;4;no;no;Kleinstadt
39;m;170594;6;no;no;Groﬂstadt
42;w;172484;3;no;no;Vorstadt
38;w;190842;3;no;no;Vorstadt
40;m;232201;5;no;no;Land
55;w;68546;7;no;no;Kleinstadt
38;w;223766;4;no;no;Land
44;m;296521;4;no;no;Groﬂstadt
45;w;94293;4;no;no;Groﬂstadt
48;w;188625;1;no;no;Kleinstadt
39;m;113876;7;no;no;Land
43;w;203207;5;no;no;Groﬂstadt
39;w;200057;3;no;no;Land
42;m;148489;0;no;no;Groﬂstadt
43;w;375142;2;yes;no;Land
49;m;285122;1;no;no;Dorf
40;m;313060;4;yes;no;Land
38;w;57134;3;no;no;Groﬂstadt
41;w;333337;3;no;no;Vorstadt
52;m;99838;2;no;yes;Land
35;w;128307;4;no;no;Dorf
41;m;268952;5;no;no;Kleinstadt
40;m;216948;5;no;no;Land
56;m;466238;3;no;no;Land
49;m;378671;5;no;no;Dorf
47;w;152988;4;no;no;Kleinstadt
35;m;275587;5;no;no;Dorf
39;w;259445;6;no;yes;Groﬂstadt
47;w;345329;4;no;no;Kleinstadt
40;m;83192;3;no;no;Vorstadt
40;m;158712;4;no;no;Kleinstadt
39;m;171999;4;no;no;Vorstadt
46;m;67448;4;no;no;Vorstadt
36;w;185406;4;no;no;Land
39;m;229286;6;no;no;Land
49;m;255489;6;no;no;Kleinstadt
51;w;339634;4;no;no;Dorf
50;m;195651;5;no;no;Groﬂstadt
44;m;90748;2;no;no;Dorf
35;w;304903;4;no;no;Vorstadt
54;w;210155;3;no;no;Groﬂstadt
44;w;62942;3;no;no;Land
48;w;149466;5;no;no;Dorf
48;w;278639;5;yes;no;Kleinstadt
46;m;176388;6;no;no;Land
42;m;199087;2;no;no;Vorstadt
44;m;226132;4;no;no;Kleinstadt
56;w;112530;6;no;no;Groﬂstadt
31;m;296816;5;no;no;Kleinstadt
48;w;29062;4;no;no;Land
41;w;179633;5;yes;no;Dorf
46;m;225099;6;no;no;Kleinstadt
50;m;38033;5;no;no;Land
37;w;289150;5;no;no;Groﬂstadt
46;w;170533;5;no;no;Kleinstadt
62;m;307719;4;no;no;Kleinstadt
48;m;261739;2;no;no;Land
52;m;28680;3;yes;no;Kleinstadt
51;w;188789;4;no;no;Vorstadt
53;m;399674;2;no;no;Vorstadt
46;m;168385;3;no;no;Land
52;w;177684;3;no;no;Dorf
43;m;311291;4;no;no;Dorf
37;m;242540;3;no;no;Kleinstadt
52;m;200506;6;yes;no;Dorf
45;m;228847;4;no;no;Kleinstadt
40;m;291786;4;no;no;Dorf
48;m;170850;4;no;no;Land
35;m;249714;4;no;no;Dorf
48;m;248780;1;no;no;Vorstadt
35;m;370619;5;no;no;Land
47;w;133712;2;no;no;Groﬂstadt
43;w;119997;5;no;no;Land
44;m;49609;5;no;no;Vorstadt
47;m;173493;4;yes;no;Dorf
50;m;62190;6;no;yes;Vorstadt
52;m;173747;6;no;no;Land
42;w;156661;5;no;no;Dorf
46;w;278288;3;yes;yes;Kleinstadt
54;w;77220;2;no;yes;Land
52;w;121545;3;no;no;Groﬂstadt
46;w;217333;4;no;no;Dorf
39;w;344849;5;no;no;Kleinstadt
31;m;118185;6;no;no;Land
50;m;213184;2;no;no;Groﬂstadt
44;w;262091;7;yes;no;Land
47;m;18632;4;no;no;Groﬂstadt
47;w;155233;6;no;no;Kleinstadt
52;m;257374;6;yes;no;Groﬂstadt
43;m;290907;4;no;no;Land
42;m;264590;0;no;no;Kleinstadt
41;m;187919;3;no;no;Groﬂstadt
38;m;114690;4;yes;no;Kleinstadt
44;w;217748;3;no;no;Kleinstadt
55;w;189521;4;no;no;Groﬂstadt
47;w;45823;7;no;no;Land
54;m;27090;4;no;no;Land
46;m;113496;3;yes;no;Kleinstadt
39;w;171556;5;no;yes;Land
47;w;354304;3;no;no;Land
44;m;75552;5;no;no;Kleinstadt
56;m;141223;3;no;no;Land
52;w;114858;6;no;no;Kleinstadt
46;m;152913;4;no;no;Land
45;m;111703;5;no;no;Land
52;m;179334;6;no;no;Vorstadt
44;w;267984;1;no;no;Dorf
44;w;193633;3;no;yes;Groﬂstadt
49;w;204040;3;no;no;Vorstadt
43;m;261536;8;no;no;Land
46;m;51753;5;no;no;Groﬂstadt
46;m;119359;4;yes;no;Dorf
43;m;166483;4;no;no;Groﬂstadt
46;w;456392;4;no;no;Land
47;w;193501;6;no;no;Vorstadt
41;m;111132;4;no;no;Kleinstadt
40;w;263121;6;no;yes;Dorf
45;w;189407;1;no;no;Kleinstadt
48;m;281027;3;no;no;Dorf
35;m;31925;4;no;no;Kleinstadt
35;w;189189;4;no;no;Kleinstadt
51;w;124448;4;no;no;Dorf
43;m;44342;5;no;no;Dorf
49;m;66508;4;no;no;Kleinstadt
44;w;320892;2;no;no;Land
42;m;96615;4;no;no;Vorstadt
41;w;272920;2;no;no;Kleinstadt
45;w;225416;4;no;no;Land
41;m;130733;4;no;no;Vorstadt
40;m;200768;3;no;no;Land
42;w;86400;6;no;no;Groﬂstadt
42;m;295324;7;no;no;Kleinstadt
53;m;338979;4;no;no;Kleinstadt
54;w;177543;5;no;no;Vorstadt
49;m;129743;6;no;no;Land
45;m;372588;6;no;no;Kleinstadt
50;m;343361;2;no;no;Land
46;m;258237;2;no;no;Land
44;w;309883;1;no;no;Land
43;w;228471;5;no;no;Groﬂstadt
39;m;318804;3;no;no;Land
45;w;311578;5;no;no;Land
40;w;242171;5;no;no;Kleinstadt
37;m;228078;4;no;no;Groﬂstadt
35;w;147757;5;no;no;Kleinstadt
51;m;161798;4;no;no;Kleinstadt
49;m;240343;4;no;no;Vorstadt
36;w;502560;4;no;no;Land
42;w;218090;4;no;no;Kleinstadt
53;w;367628;4;no;no;Groﬂstadt
49;m;118978;2;no;no;Dorf
41;m;206036;4;no;no;Groﬂstadt
51;w;420040;3;no;no;Kleinstadt
54;w;296623;7;no;no;Kleinstadt
48;m;234743;4;no;no;Land
47;w;211286;3;no;no;Dorf
53;w;267336;3;yes;no;Kleinstadt
51;m;95471;6;no;no;Groﬂstadt
40;m;119206;5;no;no;Kleinstadt
53;m;229965;5;yes;yes;Dorf
48;w;227019;5;no;no;Vorstadt
51;w;141135;4;no;no;Land
46;m;219729;4;no;no;Kleinstadt
37;w;51899;5;no;no;Kleinstadt
48;m;183838;4;no;no;Dorf
53;m;289193;8;no;no;Dorf
46;m;472817;5;no;no;Groﬂstadt
45;w;75287;2;no;no;Vorstadt
39;m;209196;3;no;no;Vorstadt
36;w;302348;3;no;no;Kleinstadt
45;m;418365;3;no;no;Land
52;m;190678;4;no;no;Kleinstadt
39;m;158973;4;no;no;Kleinstadt
56;w;272637;6;no;no;Kleinstadt
42;w;287411;2;no;no;Groﬂstadt
39;m;203729;4;no;no;Kleinstadt
43;w;63859;1;no;yes;Kleinstadt
46;m;157087;4;no;yes;Land
39;w;198123;4;no;no;Vorstadt
34;m;65307;4;no;no;Vorstadt
39;w;297341;4;no;no;Kleinstadt
51;m;261326;3;no;no;Land
51;m;333668;4;no;no;Land
39;w;85323;2;no;no;Vorstadt
47;m;360562;2;no;no;Groﬂstadt
46;m;219392;2;no;yes;Land
45;w;421008;6;no;no;Dorf
33;m;261324;3;no;no;Dorf
49;m;80691;4;no;no;Vorstadt
48;w;15626;3;no;no;Groﬂstadt
46;w;233421;2;no;no;Groﬂstadt
45;w;184503;4;yes;no;Vorstadt
50;w;424647;3;no;no;Dorf
53;m;61025;5;no;no;Vorstadt
51;w;256806;3;no;no;Dorf
38;w;111881;7;no;no;Vorstadt
47;m;261091;2;yes;no;Groﬂstadt
51;m;59376;4;no;no;Kleinstadt
41;m;241207;4;no;no;Groﬂstadt
40;m;170538;3;no;no;Dorf
46;m;329874;4;no;no;Land
32;w;344407;3;no;no;Kleinstadt
45;w;169957;4;no;no;Vorstadt
37;w;205237;4;no;no;Dorf
33;w;309287;4;no;no;Vorstadt
48;m;426875;3;no;no;Kleinstadt
37;m;210172;3;no;no;Kleinstadt
45;w;216297;6;no;no;Kleinstadt
40;w;125382;5;no;no;Kleinstadt
55;w;416343;3;no;no;Dorf
56;w;188433;6;no;no;Dorf
45;m;130029;5;no;no;Vorstadt
49;w;356862;6;no;no;Vorstadt
51;m;206146;2;no;no;Dorf
38;m;217962;4;no;no;Groﬂstadt
41;w;148505;6;no;no;Kleinstadt
58;m;293870;4;yes;no;Groﬂstadt
34;w;226588;4;no;no;Dorf
45;w;172455;3;no;no;Dorf
38;m;251099;5;no;no;Land
45;w;59270;0;no;no;Vorstadt
50;m;121568;5;no;no;Vorstadt
50;m;207458;3;no;no;Groﬂstadt
46;w;84539;5;no;no;Dorf
44;w;111792;4;no;no;Kleinstadt
47;w;99617;5;no;no;Land
46;w;174698;3;no;no;Dorf
46;w;242618;4;no;no;Vorstadt
50;w;188520;6;no;no;Groﬂstadt
